-7.532605,-2.364108,-5.627918
-7.532605,-2.364108,-5.627918
-7.532605,-2.364108,-5.627918
-7.436892,-2.383251,-5.656633
-7.436892,-2.383251,-5.656633
-7.436892,-2.383251,-5.656633
-7.513463,-2.402393,-5.742774
-7.513463,-2.402393,-5.742774
-7.513463,-2.402393,-5.742774
-7.570890,-2.411965,-5.742774
-7.570890,-2.411965,-5.742774
-7.570890,-2.411965,-5.742774
-7.570890,-2.411965,-5.742774
-7.436892,-2.536391,-5.656633
-7.436892,-2.536391,-5.656633
-7.436892,-2.536391,-5.656633
-7.523034,-2.469392,-5.532205
-7.523034,-2.469392,-5.532205
-7.523034,-2.469392,-5.532205
-7.513463,-2.431107,-5.704489
-7.513463,-2.431107,-5.704489
-7.513463,-2.431107,-5.704489
-7.513463,-2.431107,-5.704489
-7.551748,-2.450250,-5.570491
-7.551748,-2.450250,-5.570491
-7.551748,-2.450250,-5.570491
-7.628318,-2.440679,-5.637490
-7.628318,-2.440679,-5.637490
-7.628318,-2.440679,-5.637490
-7.494320,-2.478964,-5.685346
-7.494320,-2.478964,-5.685346
-7.494320,-2.478964,-5.685346
-7.494320,-2.478964,-5.685346
-7.475177,-2.517249,-5.541777
-7.475177,-2.517249,-5.541777
-7.475177,-2.517249,-5.541777
-7.523034,-2.450250,-5.704489
-7.523034,-2.450250,-5.704489
-7.523034,-2.450250,-5.704489
-7.494320,-2.469392,-5.599205
-7.494320,-2.469392,-5.599205
-7.494320,-2.469392,-5.599205
-7.494320,-2.469392,-5.599205
-7.551748,-2.498106,-5.627918
-7.551748,-2.498106,-5.627918
-7.551748,-2.498106,-5.627918
-7.542177,-2.498106,-5.647061
-7.542177,-2.498106,-5.647061
-7.542177,-2.498106,-5.647061
-7.542177,-2.498106,-5.647061
-7.695317,-2.249253,-5.091926
-7.695317,-2.249253,-5.091926
-7.695317,-2.249253,-5.091926
-7.618747,-2.440679,-5.656633
-7.618747,-2.440679,-5.656633
-7.618747,-2.440679,-5.656633
-7.513463,-2.325823,-5.570491
-7.513463,-2.325823,-5.570491
-7.513463,-2.325823,-5.570491
-7.513463,-2.325823,-5.570491
-7.676175,-2.411965,-5.666204
-7.676175,-2.411965,-5.666204
-7.676175,-2.411965,-5.666204
-7.513463,-2.277967,-5.589633
-7.513463,-2.277967,-5.589633
-7.513463,-2.277967,-5.589633
-7.532605,-2.411965,-5.675775
-7.532605,-2.411965,-5.675775
-7.532605,-2.411965,-5.675775
-7.532605,-2.411965,-5.675775
-7.532605,-2.344966,-5.608776
-7.532605,-2.344966,-5.608776
-7.532605,-2.344966,-5.608776
-7.503892,-2.411965,-5.685346
-7.503892,-2.411965,-5.685346
-7.503892,-2.411965,-5.685346
-7.513463,-2.364108,-5.656633
-7.513463,-2.364108,-5.656633
-7.513463,-2.364108,-5.656633
-7.513463,-2.364108,-5.656633
-7.695317,-2.507678,-5.484349
-7.695317,-2.507678,-5.484349
-7.695317,-2.507678,-5.484349
-7.599604,-2.478964,-5.493920
-7.599604,-2.478964,-5.493920
-7.599604,-2.478964,-5.493920
-7.561319,-2.354537,-5.714060
-7.561319,-2.354537,-5.714060
-7.561319,-2.354537,-5.714060
-7.561319,-2.354537,-5.714060
-7.523034,-2.392822,-5.647061
-7.523034,-2.392822,-5.647061
-7.523034,-2.392822,-5.647061
-7.551748,-2.354537,-5.627918
-7.551748,-2.354537,-5.627918
-7.551748,-2.354537,-5.627918
-7.360322,-2.306681,-5.771488
-7.360322,-2.306681,-5.771488
-7.360322,-2.306681,-5.771488
-7.360322,-2.306681,-5.771488
-7.456035,-2.411965,-5.618347
-7.456035,-2.411965,-5.618347
-7.456035,-2.411965,-5.618347
-7.609176,-2.507678,-5.570491
-7.609176,-2.507678,-5.570491
-7.609176,-2.507678,-5.570491
-7.389036,-2.316252,-5.694918
