2023-10-25 18:51:09, 58
2023-10-25 18:51:09, 50
2023-10-25 18:51:09, 54
2023-10-25 18:51:09, 58
2023-10-25 18:51:09, 64
2023-10-25 18:51:09, 57
2023-10-25 18:51:09, -23
2023-10-25 18:51:09, 54
2023-10-25 18:51:09, 59
2023-10-25 18:51:09, 50
2023-10-25 18:51:09, 43
2023-10-25 18:51:09, 81
2023-10-25 18:51:09, 58
2023-10-25 18:51:09, 56
2023-10-25 18:51:09, 64
2023-10-25 18:51:09, 29
2023-10-25 18:51:09, 66
2023-10-25 18:51:09, 55
2023-10-25 18:51:09, 60
2023-10-25 18:51:09, 50
2023-10-25 18:51:09, 67
2023-10-25 18:51:09, 44
2023-10-25 18:51:09, 49
2023-10-25 18:51:09, 65
2023-10-25 18:51:09, 33
2023-10-25 18:51:09, 65
2023-10-25 18:51:09, 54
2023-10-25 18:51:09, 62
2023-10-25 18:51:09, 51
2023-10-25 18:51:09, 70
2023-10-25 18:51:09, 40
2023-10-25 18:51:09, 62
2023-10-25 18:51:09, 56
2023-10-25 18:51:09, 40
2023-10-25 18:51:10, 60
2023-10-25 18:51:10, 57
2023-10-25 18:51:10, 69
2023-10-25 18:51:10, 59
2023-10-25 18:51:10, -2
2023-10-25 18:51:10, 52
2023-10-25 18:51:10, 62
2023-10-25 18:51:10, 60
2023-10-25 18:51:10, 58
2023-10-25 18:51:10, 71
2023-10-25 18:51:10, 54
2023-10-25 18:51:10, 41
2023-10-25 18:51:10, 56
2023-10-25 18:51:10, 54
2023-10-25 18:51:10, 67
2023-10-25 18:51:10, 65
2023-10-25 18:51:10, 52
2023-10-25 18:51:10, 44
2023-10-25 18:51:10, 64
2023-10-25 18:51:10, 38
2023-10-25 18:51:10, 68
2023-10-25 18:51:10, 53
2023-10-25 18:51:10, 50
2023-10-25 18:51:10, 63
2023-10-25 18:51:10, 39
2023-10-25 18:51:10, 69
2023-10-25 18:51:10, 69
2023-10-25 18:51:10, 70
2023-10-25 18:51:10, 46
2023-10-25 18:51:10, 62
2023-10-25 18:51:10, 52
2023-10-25 18:51:10, 60
2023-10-25 18:51:10, 59
2023-10-25 18:51:10, 43
2023-10-25 18:51:11, 68
2023-10-25 18:51:11, 44
2023-10-25 18:51:11, 124
2023-10-25 18:51:11, 40
2023-10-25 18:51:11, 77
2023-10-25 18:51:11, 59
2023-10-25 18:51:11, 52
2023-10-25 18:51:11, 70
2023-10-25 18:51:11, 44
2023-10-25 18:51:11, 68
2023-10-25 18:51:11, 59
2023-10-25 18:51:11, 60
2023-10-25 18:51:11, 71
2023-10-25 18:51:11, 99
2023-10-25 18:51:11, 49
2023-10-25 18:51:11, 58
2023-10-25 18:51:11, 50
2023-10-25 18:51:11, 47
2023-10-25 18:51:11, 73
2023-10-25 18:51:11, 43
2023-10-25 18:51:11, 65
2023-10-25 18:51:11, 65
2023-10-25 18:51:11, 48
2023-10-25 18:51:11, 54
2023-10-25 18:51:11, 49
2023-10-25 18:51:11, 63
2023-10-25 18:51:11, 61
2023-10-25 18:51:11, 69
2023-10-25 18:51:11, 43
2023-10-25 18:51:11, 59
2023-10-25 18:51:11, 53
2023-10-25 18:51:11, 50
2023-10-25 18:51:11, 71
2023-10-25 18:51:11, 45
2023-10-25 18:51:12, 63
2023-10-25 18:51:12, 30
2023-10-25 18:51:12, 66
2023-10-25 18:51:12, 49
2023-10-25 18:51:12, 65
2023-10-25 18:51:12, 52
2023-10-25 18:51:12, 61
2023-10-25 18:51:12, 63
